Date/Time,Month,Day,Max Temp (deg C),Min Temp (deg C),Mean Temp (deg C),Total Precip (mm)
2012-02-20,2,20,1.9,-6.9,-2.5,0.0
2012-02-21,2,21,4.5,0.0,2.3,1.5
2012-02-22,2,22,7.4,1.7,4.6,0.3
2012-02-23,2,23,6.0,-1.1,2.5,0.0
2012-02-24,2,24,5.6,1.0,3.3,13.1
2012-02-25,2,25,1.0,-3.7,-1.4,0.0
2012-02-26,2,26,0.8,-4.9,-2.1,0.0
2012-02-27,2,27,9.4,0.1,4.8,0.0
2012-02-28,2,28,2.5,-1.5,0.5,0.0
2012-02-29,2,29,2.5,0.8,1.7,4.8
2012-03-01,3,1,5.9,0.5,3.2,5.8
2012-03-02,3,2,6.2,1.8,4.0,5.0
2012-03-03,3,3,8.1,0.1,4.1,0.0
2012-03-04,3,4,0.1,-10.6,-5.3,0.0
2012-03-05,3,5,-2.0,-12.2,-7.1,0.0
2012-03-06,3,6,4.5,-6.4,-1.0,0.0
2012-03-07,3,7,11.6,2.3,7.0,0.0
2012-03-08,3,8,10.8,0.0,5.4,2.3
2012-03-12,3,12,9.7,2.4,6.1,3.1
2012-03-14,3,14,13.5,2.3,7.9,0.0
2012-03-15,3,15,10.8,5.1,8.0,0.0
2012-03-16,3,16,15.6,4.5,10.1,0.5
2012-03-17,3,17,7.4,4.8,6.1,0.3
2012-03-19,3,19,19.0,6.1,12.6,0.0
2012-03-20,3,20,14.1,5.8,10.0,0.0
2012-03-21,3,21,15.8,5.7,10.8,0.3
2012-03-22,3,22,21.8,6.2,14.0,0.0
2012-03-23,3,23,15.9,9.0,12.5,0.5
2012-03-24,3,24,10.4,6.1,8.3,2.3
2012-03-25,3,25,15.7,5.5,10.6,0.0
2012-03-26,3,26,5.7,-1.2,2.3,0.0
2012-03-27,3,27,4.4,-3.2,0.6,0.0
2012-03-28,3,28,20.1,4.4,12.3,0.0
2012-03-29,3,29,5.0,0.2,2.6,0.0
2012-03-30,3,30,4.3,-0.5,1.9,0.3
2012-03-31,3,31,6.4,0.6,3.5,0.0
2012-04-01,4,1,6.3,3.2,4.8,4.2
2012-04-02,4,2,13.6,2.2,7.9,0.0
2012-04-03,4,3,9.8,0.9,5.4,0.0
2012-04-04,4,4,12.2,4.3,8.3,0.0
2012-04-05,4,5,9.3,1.7,5.5,0.0
2012-04-06,4,6,12.6,1.5,7.1,0.0
2012-04-07,4,7,15.4,3.9,9.7,0.0
2012-04-08,4,8,13.8,3.3,8.6,0.0
2012-04-09,4,9,13.5,3.9,8.7,0.0
2012-04-10,4,10,9.2,3.4,6.3,0.0
2012-04-11,4,11,11.7,3.0,7.4,0.0
2012-04-12,4,12,10.7,3.4,7.1,0.0
2012-04-13,4,13,13.6,3.4,8.5,0.0
2012-04-14,4,14,11.7,4.3,8.0,0.0
2012-04-15,4,15,15.0,8.0,11.5,2.5
2012-04-16,4,16,21.6,9.5,15.6,0.0
2012-04-17,4,17,12.2,2.1,7.2,0.0
2012-04-18,4,18,7.5,0.1,3.8,0.0
2012-04-19,4,19,18.2,4.8,11.5,0.0
2012-04-20,4,20,15.8,5.6,10.7,2.0
2012-04-21,4,21,8.6,4.4,6.5,6.8
2012-04-22,4,22,8.9,4.4,6.7,0.0
2012-04-23,4,23,7.9,2.4,5.2,9.8
2012-04-24,4,24,8.1,2.0,5.1,1.5
2012-04-25,4,25,14.7,3.7,9.2,0.0
2012-04-26,4,26,10.6,2.8,6.7,0.6
2012-04-27,4,27,9.4,1.1,5.3,0.0
2012-04-28,4,28,7.4,0.2,3.8,0.0
2012-04-29,4,29,15.3,0.2,7.8,0.0
2012-04-30,4,30,7.9,2.8,5.4,9.6
2012-05-01,5,1,12.2,6.7,9.5,0.0
2012-05-02,5,2,13.3,7.5,10.4,0.8
2012-05-03,5,3,19.3,7.0,13.2,17.9
2012-05-04,5,4,22.7,9.2,16.0,0.3
2012-05-05,5,5,12.9,7.5,10.2,0.0
2012-05-06,5,6,15.7,6.5,11.1,0.0
2012-05-07,5,7,14.2,10.3,12.3,1.0
2012-05-08,5,8,18.6,9.1,13.9,9.3
2012-05-09,5,9,17.5,9.3,13.4,6.1
2012-05-10,5,10,16.8,8.3,12.6,0.0
2012-05-11,5,11,19.2,8.2,13.7,0.0
2012-05-12,5,12,24.1,8.8,16.5,0.0
2012-05-13,5,13,17.7,10.6,14.2,0.0
2012-05-14,5,14,16.9,10.3,13.6,0.0
2012-05-15,5,15,22.8,8.9,15.9,0.0
2012-05-16,5,16,17.3,8.2,12.8,1.5
2012-05-17,5,17,15.3,6.4,10.9,0.0
2012-05-18,5,18,16.1,8.0,12.1,0.0
2012-05-19,5,19,22.7,8.9,15.8,0.0
2012-05-20,5,20,21.8,12.0,16.9,0.0
2012-05-21,5,21,21.3,14.6,18.0,0.0
2012-05-22,5,22,21.3,13.7,17.5,0.0
2012-05-23,5,23,20.7,15.9,18.3,0.3
2012-05-24,5,24,23.3,16.2,19.8,0.0
2012-05-25,5,25,29.8,17.8,23.8,0.0
2012-05-26,5,26,24.4,16.3,20.4,0.0
2012-05-27,5,27,20.5,16.7,18.6,0.0
2012-05-28,5,28,26.1,15.7,20.9,0.0
2012-05-29,5,29,28.0,17.5,22.8,0.0
2012-05-30,5,30,21.7,12.7,17.2,0.0
2012-05-31,5,31,18.3,9.7,14.0,0.0
2012-06-01,6,1,15.4,12.4,13.9,40.9
2012-06-02,6,2,15.9,11.8,13.9,3.3
2012-06-03,6,3,19.0,12.6,15.8,1.0
2012-06-04,6,4,16.4,10.9,13.7,0.3
2012-06-05,6,5,17.5,12.2,14.9,0.0
2012-06-06,6,6,21.8,13.8,17.8,2.0
2012-06-07,6,7,21.7,12.3,17.0,3.3
2012-06-08,6,8,28.0,14.7,21.4,4.3
2012-06-09,6,9,21.3,16.0,18.7,3.6
2012-06-10,6,10,25.5,15.0,20.3,0.0
2012-06-11,6,11,24.7,18.4,21.6,11.3
2012-06-12,6,12,26.8,12.0,19.4,6.0
2012-06-13,6,13,20.7,11.2,16.0,0.0
2012-06-14,6,14,20.6,14.6,17.6,0.0
2012-06-15,6,15,21.3,16.3,18.8,0.0
2012-06-16,6,16,26.4,18.2,22.3,0.0
2012-06-17,6,17,25.3,18.2,21.8,0.0
2012-06-18,6,18,26.3,19.0,22.7,0.8
2012-06-19,6,19,27.9,20.4,24.2,0.0
2012-06-20,6,20,28.9,20.5,24.7,0.0
2012-06-21,6,21,28.4,20.0,24.2,2.1
2012-06-22,6,22,28.0,18.1,23.1,0.0
2012-06-23,6,23,24.6,15.8,20.2,0.0
2012-06-24,6,24,23.8,16.5,20.2,1.8
2012-06-25,6,25,21.2,15.0,18.1,0.0
2012-06-26,6,26,27.0,13.9,20.5,0.0
2012-06-27,6,27,25.7,16.7,21.2,0.0
2012-06-28,6,28,25.0,15.9,20.5,0.0
2012-06-29,6,29,32.5,17.4,25.0,0.0
2012-06-30,6,30,32.8,17.0,24.9,0.0
2012-07-02,7,2,27.8,15.2,21.5,0.0
2012-07-03,7,3,25.6,16.4,21.0,0.0
2012-07-04,7,4,33.8,17.5,25.7,0.0
2012-07-05,7,5,25.7,17.0,21.4,0.0
2012-07-06,7,6,32.9,18.7,25.8,0.0
2012-07-07,7,7,27.5,20.7,24.1,3.0
2012-07-08,7,8,27.4,19.4,23.4,0.0
2012-07-09,7,9,25.4,16.4,20.9,0.0
2012-07-10,7,10,26.2,18.6,22.4,0.0
2012-07-11,7,11,27.6,17.2,22.4,0.0
2012-07-12,7,12,29.1,17.1,23.1,0.0
2012-07-13,7,13,30.8,21.8,26.3,0.0
2012-07-14,7,14,30.3,22.6,26.5,0.0
2012-07-15,7,15,27.7,20.2,24.0,41.4
2012-07-17,7,17,35.8,23.9,29.9,0.0
2012-07-20,7,20,24.0,17.2,20.6,0.0
2012-07-21,7,21,26.3,16.8,21.6,0.0
2012-07-22,7,22,29.1,21.6,25.4,9.1
2012-07-23,7,23,29.3,21.7,25.5,0.0
2012-07-24,7,24,27.6,20.1,23.9,0.0
2012-07-25,7,25,26.8,18.6,22.7,18.4
2012-07-26,7,26,28.0,19.7,23.9,6.8
2012-07-27,7,27,25.5,20.3,22.9,0.0
2012-07-28,7,28,25.9,21.3,23.6,0.0
2012-07-29,7,29,26.7,18.7,22.7,0.0
2012-07-30,7,30,28.4,18.0,23.2,0.0
2012-07-31,7,31,27.6,19.7,23.7,23.0
2012-08-01,8,1,28.1,19.6,23.9,0.0
2012-08-02,8,2,26.5,18.0,22.3,0.0
2012-08-03,8,3,28.8,22.4,25.6,0.0
2012-08-04,8,4,28.8,23.8,26.3,9.7
2012-08-05,8,5,29.0,19.1,24.1,3.6
2012-08-06,8,6,25.0,16.3,20.7,0.0
2012-08-07,8,7,27.1,16.4,21.8,0.0
2012-08-08,8,8,28.1,19.5,23.8,0.0
2012-08-09,8,9,22.3,19.2,20.8,5.6
2012-08-10,8,10,23.8,18.4,21.1,46.9
2012-08-11,8,11,21.6,18.1,19.9,4.8
2012-08-12,8,12,26.1,17.8,22.0,0.0
2012-08-13,8,13,26.2,19.5,22.9,0.0
2012-08-14,8,14,21.5,17.8,19.7,5.4
2012-08-15,8,15,24.6,16.2,20.4,0.0
2012-08-16,8,16,26.1,17.2,21.7,0.0
2012-08-17,8,17,25.3,15.5,20.4,3.0
2012-08-18,8,18,21.5,13.3,17.4,0.0
2012-08-19,8,19,23.7,13.6,18.7,0.0
2012-08-20,8,20,22.6,14.3,18.5,0.0
2012-08-21,8,21,24.2,13.2,18.7,0.0
2012-08-22,8,22,25.0,14.9,20.0,0.0
2012-08-23,8,23,27.4,17.0,22.2,0.0
2012-08-24,8,24,26.3,16.6,21.5,0.0
2012-08-25,8,25,27.1,20.0,23.6,0.0
2012-08-26,8,26,26.2,19.3,22.8,0.0
2012-08-27,8,27,24.1,18.7,21.4,35.7
2012-08-28,8,28,25.9,17.4,21.7,0.0
2012-08-29,8,29,21.8,14.0,17.9,0.0
2012-08-30,8,30,25.6,15.5,20.6,0.0
2012-08-31,8,31,32.6,19.5,26.1,0.0
2012-09-01,9,1,23.8,16.2,20.0,0.0
2012-09-02,9,2,25.6,19.6,22.6,0.0
2012-09-03,9,3,24.3,19.2,21.8,0.0
2012-09-04,9,4,23.5,18.2,20.9,22.9
2012-09-05,9,5,25.1,17.2,21.2,0.0
2012-09-06,9,6,27.2,19.4,23.3,0.0
2012-09-07,9,7,24.7,18.5,21.6,0.0
2012-09-08,9,8,21.5,15.1,18.3,9.9
2012-09-09,9,9,19.8,12.8,16.3,0.0
2012-09-10,9,10,21.5,10.9,16.2,0.0
2012-09-11,9,11,23.3,11.2,17.3,0.0
2012-09-12,9,12,24.8,14.3,19.6,0.0
2012-09-13,9,13,26.2,15.2,20.7,0.0
2012-09-14,9,14,20.6,12.8,16.7,7.6
2012-09-15,9,15,19.1,11.5,15.3,0.0
2012-09-16,9,16,19.3,9.8,14.6,0.0
2012-09-17,9,17,22.5,13.7,18.1,0.0
2012-09-18,9,18,19.9,9.6,14.8,9.3
2012-09-19,9,19,15.9,8.4,12.2,0.0
2012-09-20,9,20,18.0,13.8,15.9,1.3
2012-09-22,9,22,17.5,9.6,13.6,16.8
2012-09-23,9,23,14.4,7.2,10.8,0.0
2012-09-24,9,24,14.2,6.0,10.1,0.0
2012-09-25,9,25,16.6,9.2,12.9,0.0
2012-09-26,9,26,18.1,9.9,14.0,0.0
2012-09-27,9,27,15.9,6.5,11.2,0.0
2012-09-28,9,28,16.3,9.7,13.0,0.0
2012-09-29,9,29,17.3,8.4,12.9,0.0
2012-09-30,9,30,15.9,10.9,13.4,0.0
2012-10-01,10,1,17.6,10.4,14.0,0.0
2012-10-02,10,2,18.3,12.3,15.3,0.0
2012-10-03,10,3,17.0,14.5,15.8,0.0
2012-10-04,10,4,20.8,14.0,17.4,0.0
2012-10-06,10,6,12.4,7.5,10.0,1.3
2012-10-07,10,7,9.0,3.1,6.1,0.8
2012-10-08,10,8,12.5,3.7,8.1,0.0
2012-10-09,10,9,14.0,8.7,11.4,0.0
2012-10-10,10,10,12.5,5.0,8.8,1.0
2012-10-11,10,11,12.3,4.0,8.2,0.0
2012-10-12,10,12,9.7,1.5,5.6,0.0
2012-10-13,10,13,9.3,0.4,4.9,8.1
2012-10-14,10,14,16.3,8.5,12.4,10.1
2012-10-15,10,15,14.3,5.8,10.1,0.3
2012-10-16,10,16,11.2,4.5,7.9,0.0
2012-10-17,10,17,13.8,4.4,9.1,2.3
2012-10-18,10,18,14.5,8.7,11.6,11.5
2012-10-19,10,19,12.7,7.9,10.3,3.6
2012-10-20,10,20,11.2,7.3,9.3,2.8
2012-10-21,10,21,17.0,6.7,11.9,0.0
2012-10-22,10,22,15.9,6.0,11.0,0.0
2012-10-23,10,23,11.9,8.9,10.4,21.1
2012-10-25,10,25,15.0,10.9,13.0,0.0
2012-10-26,10,26,17.4,8.6,13.0,0.3
2012-10-27,10,27,9.9,6.2,8.1,23.3
2012-10-28,10,28,6.7,5.2,6.0,12.0
2012-10-29,10,29,7.9,4.8,6.4,16.6
2012-10-30,10,30,13.9,7.7,10.8,5.5
2012-10-31,10,31,8.6,6.9,7.8,10.1
2012-11-01,11,1,8.0,4.7,6.4,2.4
2012-11-02,11,2,5.1,2.9,4.0,0.3
2012-11-03,11,3,6.0,2.3,4.2,0.0
2012-11-04,11,4,3.0,1.2,2.1,0.0
2012-11-05,11,5,2.4,-0.5,1.0,0.0
2012-11-06,11,6,4.2,-0.6,1.8,0.0
2012-11-07,11,7,6.0,1.2,3.6,0.0
2012-11-08,11,8,7.2,-1.1,3.1,0.0
2012-11-10,11,10,9.3,4.7,7.0,2.0
2012-11-11,11,11,14.9,8.8,11.9,0.0
2012-11-12,11,12,15.4,3.8,9.6,8.8
2012-11-13,11,13,4.6,2.0,3.3,0.0
2012-11-14,11,14,6.0,2.0,4.0,0.0
2012-11-15,11,15,7.5,1.6,4.6,0.0
2012-11-16,11,16,8.1,0.2,4.2,0.0
2012-11-17,11,17,8.7,1.4,5.1,0.0
2012-11-18,11,18,9.4,4.6,7.0,0.0
2012-11-19,11,19,8.2,3.8,6.0,0.0
2012-11-20,11,20,9.6,2.4,6.0,0.0
2012-11-21,11,21,7.5,1.0,4.3,0.3
2012-11-22,11,22,11.9,5.6,8.8,0.0
2012-11-23,11,23,11.8,1.4,6.6,0.0
2012-11-24,11,24,4.0,-0.6,1.7,0.0
2012-11-25,11,25,3.8,-0.3,1.8,0.0
2012-11-26,11,26,4.3,-0.5,1.9,0.0
2012-11-27,11,27,4.1,-0.6,1.8,0.0
2012-11-28,11,28,4.6,-0.4,2.1,0.0
2012-11-29,11,29,8.7,0.0,4.4,0.0
2012-11-30,11,30,0.7,-4.3,-1.8,0.0
2012-12-01,12,1,5.6,-3.8,0.9,0.0
2012-12-02,12,2,11.2,5.1,8.2,13.0
2012-12-04,12,4,11.7,6.2,9.0,4.1
2012-12-05,12,5,6.3,-3.0,1.7,0.0
2012-12-06,12,6,4.1,-4.8,-0.4,0.0
2012-12-07,12,7,6.7,2.5,4.6,1.1
2012-12-08,12,8,6.5,0.0,3.3,3.1
2012-12-09,12,9,4.8,-2.6,1.1,6.8
2012-12-10,12,10,5.8,-0.8,2.5,6.5
2012-12-11,12,11,2.0,-3.9,-1.0,0.0
2012-12-12,12,12,4.9,-0.6,2.2,0.0
2012-12-13,12,13,6.7,-0.6,3.1,0.0
2012-12-14,12,14,7.7,-0.8,3.5,0.0
2012-12-15,12,15,3.4,-0.1,1.7,0.0
2012-12-16,12,16,8.8,2.9,5.9,6.8
2012-12-18,12,18,8.4,1.5,5.0,0.0
2012-12-19,12,19,7.5,1.0,4.3,0.0
2012-12-20,12,20,3.6,1.1,2.4,2.5
2012-12-21,12,21,6.3,-0.4,3.0,1.3
2012-12-22,12,22,2.3,-2.0,0.2,0.0
2012-12-23,12,23,3.1,-1.8,0.7,0.0
2012-12-24,12,24,2.5,-2.0,0.3,0.0
2012-12-25,12,25,1.6,-0.8,0.4,0.0
2012-12-26,12,26,-2.5,-4.8,-3.7,0.0
2012-12-27,12,27,-2.7,-5.9,-4.3,0.0
2012-12-28,12,28,-2.0,-5.3,-3.7,0.0
2012-12-29,12,29,-2.2,-3.7,-3.0,0.0
2012-12-30,12,30,-0.4,-6.3,-3.4,0.0
2012-12-31,12,31,1.7,-3.8,-1.1,0.5
