Date/Time,Month,Day,Max Temp (deg C),Min Temp (deg C),Mean Temp (deg C),Total Precip (mm)
2013-03-04,3,4,0.1,-6.2,-3.1,0.0
2013-03-05,3,5,0.8,-5.5,-2.4,0.0
2013-03-06,3,6,4.9,-0.5,2.2,0.0
2013-03-07,3,7,3.8,0.8,2.3,1.6
2013-03-08,3,8,6.5,1.0,3.8,0.0
2013-03-09,3,9,5.6,-1.2,2.2,0.0
2013-03-10,3,10,9.4,2.8,6.1,0.0
2013-03-11,3,11,8.1,4.9,6.5,5.3
2013-03-12,3,12,5.1,0.9,3.0,0.8
2013-03-13,3,13,2.4,-6.2,-1.9,0.3
2013-03-14,3,14,1.2,-7.4,-3.1,0.0
2013-03-15,3,15,6.4,-1.9,2.3,0.0
2013-03-16,3,16,-1.6,-5.1,-3.4,0.0
2013-03-17,3,17,-0.4,-5.6,-3.0,0.0
2013-03-18,3,18,2.0,-5.9,-2.0,2.8
2013-03-19,3,19,3.0,-3.3,-0.2,0.3
2013-03-20,3,20,1.1,-5.3,-2.1,0.0
2013-03-21,3,21,0.2,-6.0,-2.9,0.0
2013-03-22,3,22,3.2,-2.8,0.2,0.0
2013-03-23,3,23,6.1,-1.2,2.5,0.0
2013-03-24,3,24,4.0,-2.3,0.9,0.0
2013-03-25,3,25,5.7,1.0,3.4,0.0
2013-03-27,3,27,8.3,1.8,5.1,0.3
2013-03-28,3,28,7.8,1.3,4.6,0.0
2013-03-29,3,29,12.1,2.8,7.5,0.0
2013-03-30,3,30,10.2,0.0,5.1,0.0
2013-03-31,3,31,8.5,2.7,5.6,1.3
2013-04-01,4,1,6.1,-3.5,1.3,0.0
2013-04-02,4,2,3.1,-4.4,-0.7,0.0
2013-04-03,4,3,3.8,-3.9,-0.1,0.0
2013-04-04,4,4,7.3,-2.5,2.4,0.0
2013-04-05,4,5,6.6,-1.1,2.8,0.0
2013-04-06,4,6,4.4,-2.7,0.9,0.0
2013-04-07,4,7,17.2,3.6,10.4,0.0
2013-04-08,4,8,7.5,4.2,5.9,9.3
2013-04-09,4,9,11.7,4.3,8.0,19.3
2013-04-10,4,10,7.7,5.1,6.4,9.1
2013-04-11,4,11,5.8,-0.3,2.8,7.9
2013-04-12,4,12,5.7,1.0,3.4,22.0
2013-04-13,4,13,6.8,2.7,4.8,1.9
2013-04-14,4,14,7.7,1.5,4.6,0.0
2013-04-15,4,15,9.2,3.8,6.5,0.0
2013-04-16,4,16,14.8,6.3,10.6,0.3
2013-04-17,4,17,9.7,2.6,6.2,1.0
2013-04-18,4,18,19.1,5.0,12.1,6.6
2013-04-19,4,19,15.5,4.7,10.1,2.3
2013-04-20,4,20,5.0,-0.5,2.3,0.0
2013-04-21,4,21,5.1,-1.3,1.9,0.0
2013-04-22,4,22,9.4,2.6,6.0,0.0
2013-04-24,4,24,11.5,2.7,7.1,16.8
2013-04-25,4,25,9.9,1.6,5.8,0.8
2013-04-26,4,26,11.3,2.2,6.8,0.0
2013-04-27,4,27,11.0,3.4,7.2,0.0
2013-04-28,4,28,15.5,8.1,11.8,11.6
2013-04-29,4,29,10.2,7.3,8.8,2.6
2013-04-30,4,30,14.4,8.6,11.5,0.0
2013-05-01,5,1,16.9,10.1,13.5,0.0
2013-05-02,5,2,17.5,8.4,13.0,0.0
2013-05-03,5,3,18.4,12.2,15.3,0.0
2013-05-04,5,4,16.8,9.4,13.1,0.0
2013-05-05,5,5,22.3,10.0,16.2,0.0
2013-05-06,5,6,18.3,9.6,14.0,0.0
2013-05-07,5,7,21.8,9.3,15.6,0.0
2013-05-08,5,8,17.6,13.4,15.5,0.0
2013-05-09,5,9,19.0,11.3,15.2,1.8
2013-05-10,5,10,13.9,10.0,12.0,26.5
2013-05-11,5,11,13.1,6.0,9.6,0.3
2013-05-12,5,12,9.3,3.3,6.3,3.0
2013-05-13,5,13,11.6,2.5,7.1,0.0
2013-05-14,5,14,11.9,4.4,8.2,0.0
2013-05-15,5,15,24.6,6.7,15.7,2.0
2013-05-16,5,16,23.4,8.3,15.9,0.0
2013-05-17,5,17,16.9,8.6,12.8,0.0
2013-05-18,5,18,17.1,9.5,13.3,0.0
2013-05-19,5,19,16.4,9.4,12.9,0.0
2013-05-20,5,20,20.1,9.6,14.9,7.8
2013-05-21,5,21,19.1,12.2,15.7,0.3
2013-05-23,5,23,21.4,5.0,13.2,1.5
2013-05-24,5,24,12.3,4.8,8.6,0.3
2013-05-25,5,25,15.0,5.2,10.1,0.0
2013-05-26,5,26,17.8,6.9,12.4,0.0
2013-05-27,5,27,18.4,7.4,12.9,0.0
2013-05-28,5,28,15.6,9.5,12.6,27.9
2013-05-29,5,29,26.3,13.0,19.7,7.6
2013-05-30,5,30,25.0,13.1,19.1,0.0
2013-05-31,5,31,25.0,14.8,19.9,2.8
2013-06-01,6,1,23.6,14.9,19.3,0.3
2013-06-02,6,2,22.2,9.8,16.0,10.4
2013-06-03,6,3,18.3,7.8,13.1,0.0
2013-06-04,6,4,19.2,8.2,13.7,0.0
2013-06-05,6,5,17.0,13.9,15.5,0.0
2013-06-06,6,6,15.2,11.5,13.4,7.4
2013-06-07,6,7,16.3,12.1,14.2,0.3
2013-06-08,6,8,18.6,13.7,16.2,0.0
2013-06-09,6,9,21.4,11.4,16.4,0.0
2013-06-10,6,10,16.4,13.8,15.1,22.8
2013-06-12,6,12,20.2,12.5,16.4,0.0
2013-06-13,6,13,21.3,14.0,17.7,8.2
2013-06-14,6,14,24.2,15.5,19.9,0.0
2013-06-15,6,15,23.0,12.7,17.9,0.0
2013-06-16,6,16,26.4,15.0,20.7,19.1
2013-06-17,6,17,25.6,14.5,20.1,0.0
2013-06-18,6,18,19.1,13.7,16.4,0.0
2013-06-19,6,19,17.9,12.5,15.2,0.0
2013-06-20,6,20,20.1,11.1,15.6,0.0
2013-06-21,6,21,24.4,13.7,19.1,0.0
2013-06-22,6,22,23.2,17.1,20.2,5.8
2013-06-23,6,23,27.6,17.2,22.4,1.3
2013-06-24,6,24,26.7,19.2,23.0,7.3
2013-06-25,6,25,27.6,18.6,23.1,4.0
2013-06-26,6,26,26.7,17.4,22.1,0.0
2013-06-27,6,27,22.8,18.2,20.5,0.0
2013-06-28,6,28,21.0,17.5,19.3,19.9
2013-06-29,6,29,23.0,17.4,20.2,0.0
2013-06-30,6,30,23.1,16.2,19.7,0.0
2013-07-01,7,1,24.2,18.5,21.4,0.0
2013-07-02,7,2,21.2,17.3,19.3,0.0
2013-07-03,7,3,22.9,18.1,20.5,12.4
2013-07-04,7,4,25.0,19.8,22.4,0.8
2013-07-05,7,5,24.5,20.1,22.3,8.4
2013-07-06,7,6,27.4,19.7,23.6,0.8
2013-07-07,7,7,25.1,21.2,23.2,31.9
2013-07-08,7,8,28.7,20.5,24.6,85.5
2013-07-09,7,9,24.1,21.0,22.6,0.3
2013-07-10,7,10,31.0,18.9,25.0,0.5
2013-07-11,7,11,24.5,17.0,20.8,0.0
2013-07-12,7,12,22.2,18.7,20.5,0.0
2013-07-13,7,13,24.9,17.0,21.0,0.0
2013-07-14,7,14,28.3,20.3,24.3,0.0
2013-07-15,7,15,29.7,22.4,26.1,0.0
2013-07-16,7,16,30.4,22.9,26.7,0.0
2013-07-17,7,17,35.1,24.0,29.6,0.0
2013-07-18,7,18,33.9,23.9,28.9,0.0
2013-07-19,7,19,28.2,19.2,23.7,10.1
2013-07-20,7,20,29.5,17.9,23.7,1.0
2013-07-21,7,21,21.3,17.2,19.3,0.0
2013-07-22,7,22,23.2,17.9,20.6,0.0
2013-07-23,7,23,27.0,17.0,22.0,0.0
2013-07-24,7,24,20.9,14.2,17.6,0.0
2013-07-25,7,25,22.5,13.5,18.0,0.0
2013-07-26,7,26,22.4,17.0,19.7,0.0
2013-07-27,7,27,21.8,18.5,20.2,18.2
2013-07-31,7,31,22.7,15.2,19.0,9.0
2013-08-01,8,1,26.4,16.7,21.6,18.3
2013-08-02,8,2,24.2,16.1,20.2,6.6
2013-08-03,8,3,25.4,15.6,20.5,0.0
2013-08-04,8,4,23.2,15.0,19.1,0.0
2013-08-05,8,5,22.4,13.5,18.0,0.0
2013-08-06,8,6,22.3,15.7,19.0,0.0
2013-08-07,8,7,25.7,18.8,22.3,0.5
2013-08-08,8,8,25.8,19.5,22.7,0.0
2013-08-09,8,9,25.7,19.5,22.6,0.0
2013-08-10,8,10,21.6,15.6,18.6,0.0
2013-08-11,8,11,22.5,13.8,18.2,0.0
2013-08-12,8,12,22.1,15.0,18.6,0.0
2013-08-13,8,13,21.7,12.8,17.3,0.0
2013-08-14,8,14,22.1,12.2,17.2,0.0
2013-08-15,8,15,21.4,11.1,16.3,0.0
2013-08-16,8,16,23.8,12.0,17.9,0.0
2013-08-17,8,17,24.3,13.7,19.0,0.0
2013-08-18,8,18,24.0,15.8,19.9,0.0
2013-08-19,8,19,25.0,15.8,20.4,0.0
2013-08-20,8,20,26.4,16.8,21.6,0.0
2013-08-21,8,21,26.9,18.0,22.5,0.0
2013-08-22,8,22,29.3,18.2,23.8,0.0
2013-08-23,8,23,22.0,15.5,18.8,0.0
2013-08-24,8,24,23.1,14.8,19.0,0.0
2013-08-25,8,25,25.3,15.1,20.2,1.3
2013-08-26,8,26,23.9,19.1,21.5,20.9
2013-08-27,8,27,25.5,18.6,22.1,17.7
2013-08-28,8,28,25.3,20.6,23.0,0.3
2013-08-29,8,29,26.7,20.6,23.7,0.0
2013-08-30,8,30,26.5,20.1,23.3,1.3
2013-08-31,8,31,24.3,20.5,22.4,0.0
2013-09-01,9,1,23.9,20.1,22.0,0.3
2013-09-02,9,2,24.7,17.0,20.9,0.0
2013-09-03,9,3,22.5,15.6,19.1,0.0
2013-09-04,9,4,26.0,14.5,20.3,0.0
2013-09-05,9,5,18.3,12.3,15.3,0.0
2013-09-06,9,6,21.1,9.2,15.2,0.0
2013-09-07,9,7,20.1,15.3,17.7,16.3
2013-09-08,9,8,20.5,12.2,16.4,0.0
2013-09-09,9,9,18.2,11.5,14.9,0.0
2013-09-10,9,10,25.9,16.3,21.1,0.0
2013-09-11,9,11,25.7,18.2,22.0,10.3
2013-09-12,9,12,23.6,15.7,19.7,0.3
2013-09-13,9,13,15.7,10.9,13.3,0.0
2013-09-14,9,14,16.0,6.6,11.3,0.0
2013-09-15,9,15,17.3,11.5,14.4,1.5
2013-09-16,9,16,15.0,10.1,12.6,0.0
2013-09-17,9,17,15.2,9.1,12.2,0.0
2013-09-18,9,18,19.6,9.2,14.4,0.0
2013-09-19,9,19,20.9,11.7,16.3,0.0
2013-09-20,9,20,21.9,15.3,18.6,10.8
2013-09-22,9,22,13.7,9.4,11.6,0.0
2013-09-23,9,23,16.6,9.5,13.1,0.0
2013-09-24,9,24,15.7,7.1,11.4,0.0
2013-09-25,9,25,18.1,7.8,13.0,0.0
2013-09-26,9,26,18.9,9.4,14.2,0.0
2013-09-27,9,27,17.4,13.8,15.6,0.0
2013-09-28,9,28,18.5,13.9,16.2,0.0
2013-09-29,9,29,20.1,13.2,16.7,0.3
2013-09-30,9,30,18.5,16.5,17.5,1.6
2013-10-02,10,2,25.5,14.3,19.9,0.0
2013-10-03,10,3,20.0,9.9,15.0,1.0
2013-10-04,10,4,17.0,15.7,16.4,8.8
2013-10-05,10,5,17.0,13.5,15.3,4.3
2013-10-06,10,6,19.5,14.6,17.1,5.8
2013-10-07,10,7,18.4,10.9,14.7,10.6
2013-10-08,10,8,16.6,8.9,12.8,0.0
2013-10-09,10,9,16.9,9.1,13.0,0.0
2013-10-10,10,10,17.0,9.7,13.4,0.0
2013-10-11,10,11,17.7,9.3,13.5,0.0
2013-10-15,10,15,17.3,9.5,13.4,0.0
2013-10-16,10,16,19.5,12.3,15.9,6.6
2013-10-17,10,17,16.1,11.5,13.8,11.1
2013-10-18,10,18,15.2,9.7,12.5,0.5
2013-10-19,10,19,10.9,6.4,8.7,7.8
2013-10-20,10,20,13.7,4.6,9.2,0.0
2013-10-21,10,21,13.2,7.9,10.6,7.5
2013-10-22,10,22,8.6,5.0,6.8,0.0
2013-10-23,10,23,10.4,2.8,6.6,0.0
2013-10-24,10,24,9.4,2.7,6.1,0.0
2013-10-25,10,25,10.7,3.7,7.2,0.0
2013-10-26,10,26,6.8,4.3,5.6,9.6
2013-10-27,10,27,9.3,3.1,6.2,0.0
2013-10-28,10,28,8.7,2.5,5.6,0.0
2013-10-29,10,29,5.7,0.6,3.2,0.5
2013-10-30,10,30,9.0,4.5,6.8,0.0
2013-10-31,10,31,12.5,6.9,9.7,15.9
2013-11-01,11,1,12.7,5.7,9.2,2.3
2013-11-02,11,2,8.7,1.3,5.0,2.6
2013-11-03,11,3,3.3,-1.5,0.9,0.0
2013-11-06,11,6,12.3,7.4,9.9,4.1
2013-11-07,11,7,9.2,3.7,6.5,0.0
2013-11-08,11,8,7.0,2.0,4.5,0.0
2013-11-09,11,9,10.2,3.0,6.6,0.6
2013-11-10,11,10,8.4,3.5,6.0,0.8
2013-11-11,11,11,6.3,-1.5,2.4,0.5
2013-11-12,11,12,1.8,-3.9,-1.1,0.0
2013-11-13,11,13,4.4,-4.3,0.1,0.0
2013-11-14,11,14,8.6,1.8,5.2,0.0
2013-11-15,11,15,9.6,4.4,7.0,0.0
2013-11-16,11,16,10.3,2.6,6.5,0.0
2013-11-17,11,17,14.3,8.1,11.2,10.6
2013-11-18,11,18,10.7,2.7,6.7,0.0
2013-11-19,11,19,3.6,-1.8,0.9,0.0
2013-11-20,11,20,4.1,-2.0,1.1,0.0
2013-11-21,11,21,6.8,2.8,4.8,3.0
2013-11-22,11,22,7.8,-0.8,3.5,6.0
2013-11-23,11,23,1.0,-10.4,-4.7,0.0
2013-11-24,11,24,-4.1,-11.0,-7.6,0.0
2013-11-25,11,25,2.8,-6.0,-1.6,0.0
2013-11-26,11,26,2.3,0.3,1.3,4.3
2013-11-27,11,27,0.9,-6.6,-2.9,1.5
2013-11-28,11,28,-2.2,-6.8,-4.5,0.0
2013-11-29,11,29,-1.9,-6.5,-4.2,0.0
2013-11-30,11,30,3.5,-2.5,0.5,0.0
2013-12-01,12,1,4.6,0.8,2.7,1.8
2013-12-02,12,2,3.5,1.2,2.4,0.0
2013-12-03,12,3,3.7,-3.1,0.3,0.0
2013-12-04,12,4,4.5,1.7,3.1,2.5
2013-12-05,12,5,13.3,3.1,8.2,0.0
2013-12-06,12,6,3.1,-1.4,0.9,0.0
2013-12-07,12,7,-0.6,-5.4,-3.0,0.0
2013-12-08,12,8,-0.1,-5.8,-3.0,0.0
2013-12-09,12,9,2.5,-2.5,0.0,0.8
2013-12-10,12,10,-2.4,-7.6,-5.0,0.0
2013-12-11,12,11,-3.6,-9.3,-6.5,0.0
2013-12-12,12,12,-6.0,-9.9,-8.0,0.0
2013-12-13,12,13,-3.5,-11.8,-7.7,0.0
2013-12-14,12,14,-7.9,-13.1,-10.5,0.0
2013-12-15,12,15,-3.2,-11.5,-7.4,0.0
2013-12-16,12,16,-6.8,-15.0,-10.9,0.0
2013-12-17,12,17,-2.8,-9.1,-6.0,0.0
2013-12-18,12,18,0.4,-3.5,-1.6,0.0
2013-12-19,12,19,3.3,-0.6,1.4,0.8
2013-12-20,12,20,2.1,0.0,1.1,9.6
2013-12-21,12,21,1.5,-0.5,0.5,17.7
2013-12-22,12,22,2.1,-2.2,-0.1,13.9
2013-12-23,12,23,1.9,-5.8,-2.0,2.3
2013-12-24,12,24,-5.6,-13.6,-9.6,0.0
2013-12-25,12,25,-1.4,-14.8,-8.1,0.0
2013-12-26,12,26,0.1,-4.7,-2.3,0.3
2013-12-27,12,27,2.4,-4.2,-0.9,1.1
2013-12-28,12,28,3.3,0.8,2.1,0.5
2013-12-29,12,29,4.1,-6.4,-1.2,0.0
2013-12-30,12,30,-6.4,-9.4,-7.9,0.0
2013-12-31,12,31,-5.7,-9.0,-7.4,0.0
